chrom	intron_start_1based	intron_end	length	control	chx_low	chx_high
8	144789915	144791776	1862	0	2	0
8	144789915	144791828	1914	5	0	0
8	144789915	144791872	1958	0	0	5
8	144789916	144790438	523	28	21	7
8	144789916	144790439	524	152	55	68
8	144789917	144791907	1991	1	0	0
8	144789918	144790432	515	7	0	0
8	144789921	144790432	512	0	4	0
8	144789921	144791386	1466	0	0	3
8	144789922	144790402	481	3	0	0
8	144789922	144790445	524	5	0	0
8	144789923	144790440	518	2	0	0
8	144789924	144790430	507	1	0	0
8	144789924	144791302	1379	5	0	0
8	144789925	144790391	467	5	0	0
8	144789927	144790368	442	1	0	0
8	144789927	144790414	488	0	0	2
8	144789927	144791336	1410	1	0	0
8	144789927	144791991	2065	1	0	0
8	144789929	144791370	1442	0	1	0
8	144789929	144791448	1520	4	0	0
8	144789930	144790397	468	0	3	0
8	144789930	144790408	479	5	0	0
8	144789933	144790449	517	0	0	3
8	144789934	144790395	462	4	5	0
8	144789936	144790415	480	1	0	2
8	144789937	144790414	478	3	0	0
8	144789939	144976100	186162	1	0	0
8	144789941	144790455	515	4	0	8
8	144789941	144791408	1468	2	0	0
8	144789941	144792036	2096	2	0	0
8	144789944	144825695	35752	1	0	0
8	144789945	144790404	460	4	0	0
8	144789947	144803318	13372	3	8	0
8	144789947	144803319	13373	4	4	0
8	144789947	144825699	35753	0	4	7
8	144789948	144803319	13372	0	1	0
8	144789948	144825699	35752	1	0	0
8	144789949	144791292	1344	0	5	0
8	144789951	144790354	404	2	0	4
8	144789951	144790373	423	1	0	0
8	144789953	144790415	463	2	0	0
8	144789954	144790455	502	0	0	1
8	144789954	144791437	1484	0	0	3
8	144789955	144903170	113216	1	0	0
8	144789958	144889859	99902	3	0	0
8	144789960	144790352	393	3	0	0
8	144789960	144790367	408	3	0	0
8	144789961	144790354	394	0	3	6
8	144789961	144790435	475	1	0	0
8	144789961	144791904	1944	1	0	0
8	144789962	144790354	393	23	14	18
8	144789962	144790435	474	0	6	0
8	144789962	144791285	1324	0	0	7
8	144789963	144790354	392	50838	37229	29659
8	144789963	144790355	393	4	20	7
8	144789963	144790358	396	5	1	10
8	144789963	144790366	404	0	3	0
8	144789963	144790368	406	1	3	4
8	144789963	144790404	442	0	0	3
8	144790360	144791345	986	4	0	0
8	144790361	144790419	59	3	4	0
8	144790361	144792122	1762	5	0	0
8	144790362	144791284	923	5	0	0
8	144790363	144924220	133858	0	1	0
8	144790366	144790443	78	0	4	0
8	144790373	144790403	31	0	1	0
8	144790375	144790426	52	3	0	0
8	144790375	144791803	1429	1	0	0
8	144790377	144791448	1072	0	2	0
8	144790380	144790419	40	1	0	0
8	144790380	144790449	70	2	0	0
8	144790382	144791275	894	0	7	0
8	144790387	144791378	992	3	0	0
8	144790388	145049597	259210	0	3	0
8	144790389	144790427	39	9	0	0
8	144790389	144790428	40	0	3	0
8	144790390	144791831	1442	0	9	0
8	144790392	144791789	1398	4	0	0
8	144790394	144791334	941	0	0	6
8	144790394	144791828	1435	0	0	2
8	144790395	144890554	100160	0	1	0
8	144790396	144791344	949	3	0	0
8	144790396	144820974	30579	0	3	0
8	144790398	144791444	1047	0	5	0
8	144790400	144790452	53	0	0	1
8	144790400	144790455	56	0	9	0
8	144790400	144958987	168588	0	1	0
8	144790405	144791356	952	5	0	0
8	144790407	144791290	884	5	0	0
8	144790409	144791365	957	0	0	4
8	144790410	144790435	26	2	0	0
8	144790411	145004052	213642	0	6	0
8	144790414	144791368	955	0	6	0
8	144790414	144791376	963	1	0	2
8	144790415	144791886	1472	0	0	5
8	144790416	144791809	1394	3	0	0
8	144790416	144792000	1585	8	0	0
8	144790418	144791859	1442	8	0	0
8	144790419	144790448	30	0	6	5
8	144790419	144791891	1473	2	0	0
8	144790420	144791373	954	6	0	6
8	144790421	144792012	1592	2	0	0
8	144790425	144791801	1377	1	0	0
8	144790426	144790455	30	2	0	0
8	144790426	144791772	1347	0	3	0
8	144790427	144791400	974	4	0	0
8	144790427	144791401	975	1	7	4
8	144790428	144791290	863	2	0	0
8	144790433	144792006	1574	0	0	6
8	144790434	144791352	919	3	0	0
8	144790436	144791336	901	0	3	0
8	144790436	144791353	918	0	6	0
8	144790438	144791336	899	0	2	0
8	144790440	144791344	905	3	0	0
8	144790441	144791341	901	12	0	0
8	144790442	144791327	886	0	0	2
8	144790444	144791820	1377	0	0	5
8	144790449	144791318	870	5	0	0
8	144790449	144791438	990	0	0	6
8	144790449	144791817	1369	3	0	0
8	144790450	144791373	924	0	0	2
8	144790450	144791394	945	0	0	6
8	144790450	144791796	1347	0	5	0
8	144790452	144791306	855	0	0	12
8	144790453	144791339	887	0	0	3
8	144790456	144791276	821	12	2	0
8	144790456	144791307	852	2	0	0
8	144790456	144791872	1417	6	0	0
8	144790456	144885409	94954	0	1	0
8	144790456	144949146	158691	0	0	8
8	144790457	144827780	37324	0	0	7
8	144790459	144791382	924	0	1	0
8	144790463	144791436	974	0	0	2
8	144790464	144791270	807	0	6	0
8	144790466	144790674	209	0	0	5
8	144790466	144791273	808	46	32	26
8	144790470	144791276	807	48	16	9
8	144790470	144791277	808	4	0	0
8	144790471	144790677	207	202	259	252
8	144790471	144791276	806	17332	13793	10475
8	144790471	144791279	809	0	0	4
8	144790471	144791280	810	9	4	0
8	144790471	144791303	833	4	0	0
8	144790471	144791439	969	6	14	0
8	144790471	144791480	1010	2	0	0
8	144790471	144844270	53800	1	2	0
8	144790471	144951759	161289	1	0	0
8	144790473	144791279	807	3	0	0
8	144790473	144791323	851	0	0	2
8	144790489	144791276	788	1	0	0
8	144790764	144791276	513	2	10	34
8	144791282	144791826	545	0	1	0
8	144791288	144791437	150	0	4	0
8	144791290	144791834	545	5	0	4
8	144791291	144807656	16366	0	5	0
8	144791295	144791318	24	0	1	0
8	144791298	144791352	55	0	0	4
8	144791298	144791428	131	1	0	0
8	144791300	144951756	160457	2	4	0
8	144791301	144951757	160457	3	4	0
8	144791302	144791818	517	4	0	0
8	144791303	144951759	160457	0	3	0
8	144791304	144791444	141	0	3	0
8	144791307	144791383	77	4	0	0
8	144791307	144791772	466	3	6	0
8	144791308	144791370	63	714	88	63
8	144791308	144791839	532	0	4	10
8	144791308	144791849	542	38	64	57
8	144791308	144791872	565	5	0	0
8	144791308	144951763	160456	10	1	4
8	144791311	144791991	681	31	26	17
8	144791313	144791903	591	0	0	5
8	144791314	144791361	48	7	0	0
8	144791316	144946496	155181	0	0	1
8	144791318	145035777	244460	3	0	0
8	144791326	144791827	502	3	4	0
8	144791328	144791818	491	0	0	2
8	144791328	144791838	511	10	3	9
8	144791328	144792065	738	4	0	5
8	144791329	144791773	445	2	5	0
8	144791332	144791434	103	11	0	0
8	144791332	144791436	105	7	4	0
8	144791332	144791437	106	0	9	0
8	144791332	144791833	502	11	0	0
8	144791333	144791826	494	0	9	0
8	144791334	144791836	503	0	0	4
8	144791336	144791814	479	3	0	0
8	144791337	144791409	73	0	8	0
8	144791339	145011255	219917	1	0	0
8	144791344	144791872	529	4	0	0
8	144791352	144791414	63	1	0	0
8	144791356	144791484	129	5	0	0
8	144791363	144972947	181585	2	0	0
8	144791364	144951757	160394	1	16	0
8	144791374	144791818	445	0	3	0
8	144791382	144791831	450	0	0	5
8	144791383	144791827	445	0	0	2
8	144791386	144791904	519	0	0	3
8	144791386	144791996	611	0	0	8
8	144791386	144792005	620	1	2	2
8	144791387	144791863	477	1	0	0
8	144791387	144791905	519	3	0	0
8	144791387	144791997	611	17	4	4
8	144791387	144791998	612	0	21	0
8	144791390	144791893	504	3	8	0
8	144791391	144791848	458	1	0	0
8	144791392	144791990	599	5	8	0
8	144791393	144791880	488	3	0	0
8	144791393	144791901	509	0	0	3
8	144791396	144791809	414	3	0	0
8	144791397	144791880	484	0	0	4
8	144791401	144791776	376	3	0	0
8	144791404	144792024	621	1	0	0
8	144791405	144792025	621	3	0	0
8	144791418	144791838	421	2	0	1
8	144791418	144920805	129388	2	0	0
8	144791431	144791782	352	0	0	3
8	144791434	144791819	386	4	0	0
8	144791454	144791887	434	0	0	5
8	144791456	144791482	27	2	0	0
8	144791458	144947913	156456	0	1	0
8	144791461	144791878	418	0	3	0
8	144791469	144791855	387	0	3	0
8	144791478	144792016	539	1	0	0
8	144791479	144791808	330	0	6	0
8	144791484	144792005	522	2	11	0
8	144791486	144851252	59767	3	5	6
8	144791491	144791795	305	2	0	0
8	144791491	144791872	382	0	3	0
8	144791494	144791771	278	0	4	0
8	144791494	144791772	279	5	1	0
8	144791495	144791772	278	11	4	11
8	144791496	144791628	133	2	1	0
8	144791496	144791772	277	7757	5401	4191
8	144791496	144791773	278	0	2	0
8	144791496	144791781	286	5	5	1
8	144791496	144791789	294	0	0	7
8	144791496	144791799	304	3	0	0
8	144791496	144792365	870	2	3	0
8	144791497	144791839	343	4	0	0
8	144791678	144791772	95	3	0	0
8	144791808	144791998	191	0	14	0
8	144791815	144791896	82	0	0	2
8	144791820	144791880	61	0	0	1
8	144791826	144792371	546	0	6	0
8	144791833	144791860	28	1	0	0
8	144791854	144792111	258	0	3	0
8	144791856	144791904	49	2	0	0
8	144791860	144791905	46	1	1	0
8	144791860	144792364	505	0	0	2
8	144791873	144791991	119	6	0	3
8	144791873	144792113	241	2	0	5
8	144791877	144791897	21	0	0	2
8	144791877	144792025	149	0	0	4
8	144791877	144792045	169	0	2	0
8	144791878	144792008	131	0	5	0
8	144791884	144792047	164	3	0	0
8	144791887	144792364	478	0	0	1
8	144791888	144792017	130	4	0	0
8	144791893	144792017	125	3	0	0
8	144791895	144792023	129	0	0	6
8	144791898	144792005	108	0	3	0
8	144791903	144791981	79	6	0	0
8	144791912	144792002	91	0	5	0
8	144791914	144791991	78	8	2	7
8	144791915	144791991	77	6342	4144	3679
8	144791915	144791997	83	2	0	3
8	144792012	144838050	46039	6	0	0
8	144792016	144792108	93	0	0	5
8	144792022	144808572	16551	0	1	0
8	144792032	144792108	77	3	0	1
8	144792034	144792119	86	9	0	0
8	144792057	144792085	29	0	0	3
8	144792070	144792110	41	6	0	0
8	144792140	144792365	226	4	0	2
8	144792141	144792244	104	352	242	172
8	144792141	144792265	125	18	18	12
8	144792141	144792365	225	2192	1772	1154
8	144792273	144792373	101	1	0	4
8	144792389	145024391	232003	1	0	0
