chrom	intron_start_1based	intron_end	length	control_1	control_2	control_3	chx_high_1	chx_high_2	chx_high_3
19	45064395	45067471	3077	5	0	0	0	0	0
19	45064583	45070081	5499	0	0	3	0	0	0
19	45064631	45067336	2706	26	36	38	103	121	91
19	45064631	45067339	2709	0	3	0	0	0	0
19	45064631	45069065	4435	0	0	0	0	0	1
19	45064633	45067339	2707	0	0	0	11	0	0
19	45067344	45067566	223	0	0	0	0	7	0
19	45067455	45067502	48	2	0	0	1	0	0
19	45067459	45068024	566	0	0	4	0	0	0
19	45067533	45069229	1697	0	0	0	1	0	0
19	45067581	45068437	857	0	0	0	0	0	2
19	45067594	45068014	421	0	6	0	0	0	6
19	45067594	45069065	1472	0	0	0	2	0	0
19	45067595	45068014	420	124	78	107	349	224	262
19	45067595	45068419	825	3	0	0	0	4	10
19	45067595	45069065	1471	18	10	4	24	25	9
19	45067595	45069097	1503	0	0	2	0	0	0
19	45068020	45069090	1071	1	0	0	0	0	0
19	45068032	45068419	388	0	1	0	4	0	1
19	45068055	45068419	365	96	87	116	137	73	122
19	45068059	45068419	361	34	31	40	334	245	296
19	45068059	45068420	362	0	0	0	3	0	0
19	45068059	45068425	367	0	0	0	4	0	0
19	45068059	45068533	475	0	0	0	0	0	6
19	45068059	45069065	1007	0	0	0	2	0	0
19	45068121	45068419	299	0	0	3	0	0	11
19	45068481	45069065	585	214	249	254	738	461	801
19	45068485	45069070	586	0	4	1	2	1	4
19	45068597	45069065	469	5	0	0	0	0	6
19	45069121	45069201	81	0	0	0	2	0	4
19	45069124	45069206	83	0	1	0	0	0	0
19	45069125	45069186	62	0	0	0	2	0	0
19	45069125	45069201	77	212	253	243	721	433	868
19	45069125	45069211	87	0	0	0	0	0	4
19	45069125	45070021	897	0	4	0	0	0	1
19	45069246	45070020	775	0	0	0	5	4	0
19	45069249	45069943	695	0	3	0	21	3	13
19	45069249	45069971	723	0	0	0	1	0	0
19	45069249	45069985	737	0	0	1	0	0	0
19	45069249	45070021	773	152	201	170	569	410	654
19	45070105	45070536	432	44	84	54	121	170	137
19	45070107	45070539	433	0	0	1	0	0	0
19	45070109	45070542	434	0	0	0	5	0	0
19	45070562	45070802	241	49	93	58	133	171	145
