chrom	intron_start_1based	intron_end	length	control_1	control_2	control_3	chx_high_1	chx_high_2	chx_high_3
8	144789913	144790435	523	0	7	4	0	0	0
8	144789913	144791292	1380	0	0	2	0	0	0
8	144789915	144790426	512	0	0	3	0	0	0
8	144789915	144791343	1429	0	1	0	0	0	0
8	144789915	144791772	1858	0	0	2	0	0	0
8	144789915	144791828	1914	0	0	4	0	0	0
8	144789915	144791872	1958	0	0	0	0	0	5
8	144789916	144790438	523	13	14	2	7	0	0
8	144789916	144790439	524	30	46	73	12	28	21
8	144789917	144791907	1991	0	0	1	0	0	0
8	144789918	144790432	515	0	4	0	0	0	0
8	144789921	144791386	1466	0	0	0	0	0	2
8	144789922	144790402	481	0	0	2	0	0	0
8	144789922	144790445	524	0	4	0	0	0	0
8	144789923	144790440	518	0	2	0	0	0	0
8	144789924	144790430	507	0	1	0	0	0	0
8	144789924	144791302	1379	0	0	3	0	0	0
8	144789925	144790391	467	0	3	0	0	0	0
8	144789927	144790368	442	0	0	1	0	0	0
8	144789927	144790414	488	0	0	0	0	0	2
8	144789927	144791336	1410	2	0	0	0	0	0
8	144789927	144791991	2065	0	0	2	0	0	0
8	144789929	144791448	1520	0	5	0	0	0	0
8	144789930	144790408	479	10	0	2	0	0	0
8	144789930	144790433	504	0	1	0	0	0	0
8	144789933	144790449	517	0	0	0	0	0	2
8	144789934	144790395	462	7	0	0	0	0	0
8	144789936	144790415	480	1	0	0	0	0	3
8	144789937	144790414	478	0	0	3	0	0	0
8	144789941	144790455	515	0	0	7	3	5	0
8	144789941	144791408	1468	4	0	0	0	0	0
8	144789941	144792036	2096	4	0	0	0	0	0
8	144789945	144790404	460	0	3	0	0	0	0
8	144789947	144803318	13372	0	2	0	0	0	0
8	144789947	144803319	13373	4	0	0	0	0	0
8	144789947	144825699	35753	0	0	0	3	0	4
8	144789948	144825699	35752	1	0	0	0	0	0
8	144789951	144790354	404	0	1	0	0	0	4
8	144789951	144790373	423	0	2	0	0	0	0
8	144789953	144790415	463	0	0	1	0	0	0
8	144789954	144790455	502	0	0	0	1	0	0
8	144789954	144791437	1484	0	0	0	3	0	0
8	144789955	144903170	113216	0	0	2	0	0	0
8	144789958	144889859	99902	0	3	0	0	0	0
8	144789960	144790352	393	4	0	0	0	0	0
8	144789960	144790367	408	2	0	0	0	0	0
8	144789961	144790354	394	0	1	0	6	0	0
8	144789961	144790435	475	0	1	0	0	0	0
8	144789961	144791904	1944	0	2	0	0	0	0
8	144789962	144790354	393	7	4	11	1	12	5
8	144789962	144791285	1324	0	0	0	0	0	5
8	144789963	144790354	392	15697	15421	15889	10458	6579	10447
8	144789963	144790355	393	1	0	3	0	0	6
8	144789963	144790358	396	0	0	5	4	6	0
8	144789963	144790368	406	0	0	1	4	0	0
8	144789963	144790404	442	0	0	0	3	0	0
8	144790360	144791345	986	0	0	4	0	0	0
8	144790361	144792122	1762	0	0	3	0	0	0
8	144790362	144791284	923	0	2	0	0	0	0
8	144790375	144790426	52	0	0	3	0	0	0
8	144790375	144791803	1429	0	1	0	0	0	0
8	144790380	144790449	70	0	0	1	0	0	0
8	144790387	144791378	992	0	0	1	0	0	0
8	144790389	144790427	39	8	0	0	0	0	0
8	144790392	144791789	1398	0	3	0	0	0	0
8	144790394	144791334	941	0	0	0	0	0	6
8	144790394	144791828	1435	0	0	0	0	0	2
8	144790396	144791344	949	0	0	4	0	0	0
8	144790400	144790452	53	0	0	0	0	1	0
8	144790405	144791356	952	0	5	0	0	0	0
8	144790407	144791290	884	5	0	4	0	0	0
8	144790409	144791365	957	0	0	0	4	0	0
8	144790410	144790435	26	1	0	1	0	0	0
8	144790414	144791376	963	0	1	0	0	0	2
8	144790415	144791886	1472	0	0	0	5	0	0
8	144790416	144791809	1394	0	3	0	0	0	0
8	144790416	144792000	1585	7	2	0	0	0	0
8	144790418	144791859	1442	6	0	0	0	0	0
8	144790419	144790448	30	0	0	0	0	4	0
8	144790419	144791891	1473	2	0	0	0	0	0
8	144790420	144791373	954	6	0	0	0	5	0
8	144790421	144792012	1592	3	0	0	0	0	0
8	144790425	144791801	1377	1	0	0	0	0	0
8	144790426	144790455	30	0	0	1	0	0	0
8	144790427	144791400	974	1	3	0	0	0	0
8	144790427	144791401	975	0	0	0	0	5	0
8	144790428	144791290	863	0	0	1	0	0	0
8	144790433	144792006	1574	0	0	0	0	7	0
8	144790434	144791352	919	0	2	0	0	0	0
8	144790440	144791344	905	0	3	0	0	0	0
8	144790441	144791341	901	2	9	0	0	0	0
8	144790442	144791327	886	0	0	0	0	2	0
8	144790444	144791820	1377	0	0	0	0	0	4
8	144790449	144791318	870	5	0	0	0	0	0
8	144790449	144791438	990	0	0	0	0	6	0
8	144790449	144791817	1369	0	0	1	0	0	0
8	144790450	144791373	924	0	0	0	2	0	0
8	144790450	144791394	945	0	0	0	0	0	6
8	144790452	144791306	855	0	0	0	12	0	0
8	144790453	144791339	887	0	0	0	0	0	3
8	144790456	144791276	821	0	7	3	0	0	0
8	144790456	144791307	852	0	3	0	0	0	0
8	144790456	144791872	1417	0	0	4	0	0	0
8	144790456	144949146	158691	0	0	0	0	8	0
8	144790457	144827780	37324	0	0	0	7	0	0
8	144790463	144791436	974	0	0	0	0	2	0
8	144790466	144790674	209	0	0	0	0	4	0
8	144790466	144791273	808	23	5	10	11	0	13
8	144790470	144791276	807	9	22	10	0	5	4
8	144790470	144791277	808	4	0	0	0	0	0
8	144790471	144790677	207	105	59	47	69	82	79
8	144790471	144791276	806	5766	4594	5895	3684	2642	3424
8	144790471	144791279	809	0	0	0	0	4	0
8	144790471	144791280	810	4	1	4	0	0	0
8	144790471	144791303	833	0	2	0	0	0	0
8	144790471	144791439	969	0	2	3	0	0	0
8	144790471	144791480	1010	0	0	2	0	0	0
8	144790471	144844270	53800	0	1	0	0	0	0
8	144790471	144951759	161289	0	3	0	0	0	0
8	144790473	144791279	807	0	0	3	0	0	0
8	144790473	144791323	851	0	0	0	0	0	2
8	144790489	144791276	788	0	0	3	0	0	0
8	144790764	144791276	513	3	0	0	8	13	6
8	144791290	144791834	545	0	0	1	0	4	0
8	144791298	144791352	55	0	0	0	0	4	0
8	144791298	144791428	131	0	1	0	0	0	0
8	144791300	144951756	160457	0	2	0	0	0	0
8	144791301	144951757	160457	1	0	0	0	0	0
8	144791302	144791818	517	0	4	0	0	0	0
8	144791307	144791383	77	0	0	3	0	0	0
8	144791307	144791772	466	5	0	0	0	0	0
8	144791308	144791370	63	170	264	232	15	31	9
8	144791308	144791839	532	0	0	0	0	7	3
8	144791308	144791849	542	19	6	16	3	15	34
8	144791308	144791872	565	0	2	0	0	0	0
8	144791308	144951763	160456	6	2	1	3	0	1
8	144791311	144791991	681	6	4	15	5	3	6
8	144791313	144791903	591	0	0	0	0	0	4
8	144791314	144791361	48	0	0	7	0	0	0
8	144791316	144946496	155181	0	0	0	1	0	0
8	144791318	145035777	244460	4	0	0	0	0	0
8	144791324	144791818	495	1	0	0	0	0	0
8	144791326	144791827	502	0	0	3	0	0	0
8	144791328	144791818	491	0	0	0	0	2	0
8	144791328	144791838	511	2	3	3	2	0	7
8	144791328	144792065	738	0	0	4	4	0	1
8	144791329	144791773	445	0	2	0	0	0	0
8	144791332	144791434	103	15	0	0	0	0	0
8	144791332	144791436	105	8	0	0	0	0	0
8	144791332	144791833	502	0	6	3	0	0	0
8	144791334	144791836	503	0	0	0	4	0	0
8	144791336	144791814	479	0	3	0	0	0	0
8	144791339	145011255	219917	1	0	0	0	0	0
8	144791344	144791872	529	3	0	0	0	0	0
8	144791352	144791414	63	0	1	0	0	0	0
8	144791356	144791484	129	6	0	0	0	0	0
8	144791363	144972947	181585	0	1	0	0	0	0
8	144791364	144951757	160394	0	2	0	0	0	0
8	144791382	144791831	450	0	0	0	0	0	5
8	144791383	144791827	445	0	0	0	0	1	0
8	144791386	144791904	519	0	0	0	3	0	0
8	144791386	144791996	611	0	0	0	0	4	4
8	144791386	144792005	620	0	0	2	0	0	2
8	144791387	144791863	477	0	0	1	0	0	0
8	144791387	144791905	519	1	0	0	0	0	0
8	144791387	144791997	611	0	2	12	4	0	0
8	144791390	144791893	504	0	2	0	0	0	0
8	144791391	144791848	458	0	0	2	0	0	0
8	144791392	144791990	599	0	4	0	0	0	0
8	144791393	144791880	488	4	0	0	0	0	0
8	144791393	144791901	509	0	0	0	0	3	0
8	144791396	144791809	414	0	3	0	0	0	0
8	144791397	144791880	484	0	0	0	4	0	0
8	144791398	144791901	504	0	0	1	0	0	0
8	144791401	144791776	376	7	0	0	0	0	0
8	144791405	144792025	621	0	2	0	0	0	0
8	144791418	144791838	421	0	0	2	0	0	1
8	144791418	144920805	129388	0	2	0	0	0	0
8	144791431	144791782	352	0	0	0	3	0	0
8	144791454	144791887	434	0	0	0	0	4	0
8	144791456	144791482	27	2	0	0	0	0	0
8	144791478	144792016	539	2	0	0	0	0	0
8	144791484	144792005	522	0	2	0	0	0	0
8	144791486	144851252	59767	3	0	0	0	0	6
8	144791491	144791795	305	0	0	2	0	0	0
8	144791494	144791772	279	4	4	0	0	0	0
8	144791495	144791772	278	8	0	7	6	0	4
8	144791496	144791628	133	4	0	0	0	0	0
8	144791496	144791772	277	2448	2382	2409	1233	1153	1468
8	144791496	144791781	286	0	0	5	1	0	0
8	144791496	144791789	294	0	0	0	0	7	0
8	144791496	144791799	304	1	0	0	0	0	0
8	144791496	144792365	870	3	0	0	0	0	0
8	144791497	144791839	343	0	2	0	0	0	0
8	144791678	144791772	95	0	0	2	0	0	0
8	144791815	144791896	82	0	0	0	0	0	2
8	144791820	144791880	61	0	0	0	1	0	0
8	144791833	144791860	28	1	0	0	0	0	0
8	144791856	144791904	49	0	0	3	0	0	0
8	144791860	144791905	46	3	0	0	0	0	0
8	144791860	144792364	505	0	0	0	0	2	0
8	144791873	144791991	119	0	0	7	0	0	3
8	144791873	144792113	241	0	0	2	0	0	5
8	144791877	144791897	21	0	0	0	0	0	2
8	144791877	144792025	149	0	0	0	0	4	0
8	144791884	144792047	164	2	0	0	0	0	0
8	144791887	144792364	478	0	0	0	0	1	0
8	144791888	144792017	130	0	0	2	0	0	0
8	144791893	144792017	125	0	0	2	0	0	0
8	144791895	144792023	129	0	0	0	6	0	0
8	144791903	144791981	79	9	0	0	0	0	0
8	144791914	144791991	78	1	4	3	0	2	5
8	144791915	144791991	77	2023	1996	1908	1061	1048	1279
8	144791915	144791997	83	2	0	0	3	0	0
8	144792012	144838050	46039	0	0	3	0	0	0
8	144792016	144792108	93	0	0	0	0	0	4
8	144792032	144792108	77	0	2	0	0	1	0
8	144792034	144792119	86	0	0	7	0	0	0
8	144792057	144792085	29	0	0	0	0	3	0
8	144792070	144792110	41	0	0	7	0	0	0
8	144792140	144792365	226	0	5	0	0	1	0
8	144792141	144792244	104	71	97	115	65	41	52
8	144792141	144792265	125	0	19	0	8	0	4
8	144792141	144792365	225	595	696	752	303	374	399
8	144792273	144792373	101	0	0	0	0	0	4
8	144792389	145024391	232003	0	1	0	0	0	0
