chrom	intron_start_1based	intron_end	length	control	chx_low	chx_high
11	651226	651343	118	1	0	0
11	651408	653961	2554	7	9	5
11	651789	651839	51	1	0	0
11	651947	653961	2015	4	0	0
11	653113	1449841	796729	0	0	1
11	653419	653479	61	2	0	0
11	653445	653961	517	0	1	4
11	653505	653961	457	10	5	0
11	653565	653961	397	4	0	0
11	653583	653961	379	0	0	6
11	653732	653908	177	2	0	0
11	654049	659434	5386	0	0	3
11	654049	674535	20487	9	9	4
11	654052	654614	563	4	8	0
11	654052	659434	5383	9	11	12
11	654052	674535	20484	468	225	231
11	654705	674535	19831	0	2	0
11	657272	812539	155268	0	0	2
11	659624	810028	150405	2	0	0
11	659797	674535	14739	0	0	2
11	659910	700416	40507	0	0	2
11	659910	1576490	916581	0	3	0
11	660774	674535	13762	3	0	0
11	670831	670880	50	0	1	0
11	671049	673785	2737	0	2	0
11	674579	678719	4141	0	0	2
11	674782	678693	3912	7	0	0
11	674784	675562	779	3	0	0
11	674784	678693	3910	298	194	211
11	674784	679687	4904	3	0	0
11	676061	676310	250	0	0	1
11	676182	676346	165	0	0	1
11	678742	1399603	720862	3	0	0
11	678785	678808	24	0	0	2
11	678823	679687	865	439	285	223
11	678823	684897	6075	12	0	0
11	679738	679926	189	4	0	0
11	679794	680962	1169	7	0	0
11	679815	680963	1149	4	0	0
11	679817	679977	161	1	0	0
11	679817	680962	1146	179	110	87
11	681087	684895	3809	2	0	0
11	681090	684897	3808	197	50	102
11	682684	811628	128945	0	0	3
11	684930	686870	1941	0	1	0
11	684964	686857	1894	221	57	108
11	685550	861774	176225	0	4	0
11	686995	688439	1445	3	0	0
11	686998	687910	913	211	112	107
11	686998	691500	4503	0	6	0
11	688058	688330	273	42	26	62
11	688461	689022	562	3	0	0
11	688461	689793	1333	6	0	0
11	688461	691500	3040	39	30	37
11	688461	694758	6298	2	0	0
11	689814	691500	1687	8	6	0
11	691597	694758	3162	0	5	0
11	691599	693488	1890	5	0	0
11	691599	694678	3080	1	17	8
11	691599	694758	3160	22	15	39
11	694794	1077684	382891	0	0	3
11	694950	694979	30	1	0	0
11	694956	694994	39	2	0	0
11	694963	694992	30	1	0	0
11	694980	695011	32	4	0	0
