chrom	intron_start_1based	intron_end	length	control_1	control_2	control_3	chx_high_1	chx_high_2	chx_high_3
11	536034	812533	276500	0	0	2	0	0	0
11	538382	764325	225944	0	0	0	0	1	0
11	550972	811611	260640	0	0	0	2	0	0
11	552088	809980	257893	0	0	5	0	3	0
11	555794	809995	254202	0	0	0	0	2	0
11	563344	781371	218028	0	0	1	0	0	0
11	565949	1542650	976702	0	0	3	0	0	0
11	574891	1235793	660903	0	0	1	0	0	0
11	575902	809958	234057	0	0	4	0	0	0
11	576083	810247	234165	4	0	0	0	0	0
11	577229	812547	235319	0	0	0	1	0	0
11	582004	755889	173886	0	5	0	0	0	0
11	582537	809968	227432	0	1	0	0	0	0
11	583845	809995	226151	0	0	0	0	3	0
11	590346	811616	221271	4	2	0	0	0	0
11	591933	809975	218043	0	1	1	0	0	0
11	606396	836301	229906	1	0	0	0	0	0
11	610116	809975	199860	0	0	1	0	0	0
11	617143	810324	193182	4	2	0	0	0	0
11	617144	810323	193180	0	0	0	0	0	1
11	619182	810306	191125	2	0	2	0	0	0
11	622438	840203	217766	2	0	0	0	0	0
11	626178	810029	183852	0	0	1	0	0	0
11	626448	763831	137384	0	0	0	2	0	0
11	627475	811638	184164	0	0	1	0	0	0
11	628873	810265	181393	1	2	1	2	3	7
11	638738	809964	171227	3	1	0	0	0	0
11	639335	809968	170634	0	0	4	0	0	0
11	640350	811596	171247	0	0	0	0	0	1
11	640350	812534	172185	0	0	0	0	0	1
11	640353	812538	172186	0	0	0	2	0	0
11	640357	810333	169977	4	0	0	0	0	0
11	644646	1427805	783160	0	3	0	0	0	0
11	644655	646127	1473	0	0	2	0	0	0
11	644655	646284	1630	1	2	8	0	0	0
11	644655	646326	1672	10	18	11	16	31	36
11	644655	649900	5246	0	1	0	0	0	0
11	644655	651161	6507	4	1	0	0	0	0
11	644655	653961	9307	133	189	177	74	108	120
11	646522	746661	100140	0	0	4	0	0	0
11	646556	653961	7406	15	27	18	24	30	19
11	651226	651343	118	0	0	1	0	0	0
11	651408	653961	2554	5	0	1	2	0	3
11	651789	651839	51	3	0	0	0	0	0
11	651947	653961	2015	0	5	0	0	0	0
11	653113	1449841	796729	0	0	0	0	1	0
11	653419	653479	61	3	0	0	0	0	0
11	653445	653961	517	0	0	0	0	0	3
11	653505	653961	457	2	8	0	0	0	0
11	653565	653961	397	0	3	0	0	0	0
11	653583	653961	379	0	0	0	0	0	6
11	653732	653908	177	0	3	0	0	0	0
11	654049	659434	5386	0	0	0	0	3	0
11	654049	674535	20487	0	3	9	0	0	3
11	654052	654614	563	0	0	2	0	0	0
11	654052	659434	5383	0	0	4	5	0	5
11	654052	674535	20484	120	174	120	43	56	105
11	657272	812539	155268	0	0	0	0	1	0
11	659624	810028	150405	0	2	0	0	0	0
11	659797	674535	14739	0	0	0	2	0	0
11	659910	700416	40507	0	0	0	0	0	2
11	660774	674535	13762	0	5	0	0	0	0
11	674575	681025	6451	1	0	0	0	0	0
11	674579	678719	4141	0	0	0	0	0	2
11	674782	678693	3912	7	1	1	0	0	0
11	674784	675562	779	0	3	0	0	0	0
11	674784	678693	3910	93	80	112	64	73	55
11	674784	679687	4904	0	0	1	0	0	0
11	676061	676310	250	0	0	0	0	0	1
11	676182	676346	165	0	0	0	0	0	1
11	678742	1399603	720862	0	5	0	0	0	0
11	678785	678808	24	0	0	0	2	0	0
11	678823	679687	865	125	125	133	59	95	55
11	678823	684897	6075	4	8	0	0	0	0
11	679738	679926	189	8	0	0	0	0	0
11	679794	680962	1169	0	4	0	0	0	0
11	679815	680963	1149	0	0	2	0	0	0
11	679817	679977	161	1	0	0	0	0	0
11	679817	680962	1146	66	48	51	26	32	24
11	681087	684895	3809	5	1	0	0	0	0
11	681090	684897	3808	45	61	60	35	37	27
11	682684	811628	128945	0	0	0	3	0	0
11	684964	686857	1894	63	68	65	44	38	23
11	686995	688439	1445	0	2	0	0	0	0
11	686998	687910	913	34	76	91	24	35	42
11	688058	688330	273	6	11	24	20	16	23
11	688461	689022	562	0	3	0	0	0	0
11	688461	689793	1333	0	4	0	0	0	0
11	688461	691500	3040	8	15	16	9	18	9
11	688461	694758	6298	0	1	0	0	0	0
11	689814	691500	1687	0	5	0	0	0	0
11	691599	693488	1890	0	0	5	0	0	0
11	691599	694678	3080	2	0	0	0	3	5
11	691599	694758	3160	9	14	7	6	30	3
11	694794	1077684	382891	0	0	0	0	0	3
11	694950	694979	30	1	0	0	0	0	0
11	694956	694994	39	2	0	0	0	0	0
11	694963	694992	30	0	1	0	0	0	0
11	694980	695011	32	6	0	0	0	0	0
