gene_id	symbol	min_over_methods_mean_log2cpm	rank
ENSG00000198837	DENND4B	4.8931	3650
ENSG00000100225	FBXO7	4.8928	3651
ENSG00000126005	MMP24OS	4.8925	3652
ENSG00000173011	TADA2B	4.8924	3653
ENSG00000070476	ZXDC	4.8916	3654
ENSG00000113460	BRIX1	4.8911	3655
ENSG00000055211	GINM1	4.8911	3656
ENSG00000099810	MTAP	4.8911	3657
ENSG00000112062	MAPK14	4.8911	3658
ENSG00000165516	KLHDC2	4.89	3659
ENSG00000130703	OSBPL2	4.8895	3660
ENSG00000128039	SRD5A3	4.8855	3661
ENSG00000151718	WWC2	4.8855	3662
ENSG00000100600	LGMN	4.883	3663
ENSG00000182150	ERCC6L2	4.883	3664
ENSG00000146592	CREB5	4.8824	3665
ENSG00000155561	NUP205	4.881	3666
ENSG00000176165	FOXG1	4.881	3667
ENSG00000081377	CDC14B	4.881	3668
ENSG00000185090	MANEAL	4.881	3669
ENSG00000142634	EFHD2	4.8795	3670
ENSG00000237289	CKMT1B	4.8792	3671
ENSG00000109805	NCAPG	4.8785	3672
ENSG00000166181	API5	4.8785	3673
ENSG00000119950	MXI1	4.8779	3674
ENSG00000038532	CLEC16A	4.8777	3675
ENSG00000103876	FAH	4.877	3676
ENSG00000204231	RXRB	4.8766	3677
ENSG00000170473	PYM1	4.8766	3678
ENSG00000037280	FLT4	4.8765	3679
ENSG00000082014	SMARCD3	4.8763	3680
ENSG00000081154	PCNP	4.8761	3681
ENSG00000117862	TXNDC12	4.8761	3682
ENSG00000004139	SARM1	4.8761	3683
ENSG00000136937	NCBP1	4.8749	3684
ENSG00000234616	JRK	4.8731	3685
ENSG00000114388	NPRL2	4.8726	3686
ENSG00000186395	KRT10	4.8726	3687
ENSG00000181396	OGFOD3	4.8723	3688
ENSG00000182197	EXT1	4.8709	3689
ENSG00000174891	RSRC1	4.8706	3690
ENSG00000100109	TFIP11	4.8685	3691
ENSG00000258289	CHURC1	4.8685	3692
ENSG00000214046	SMIM7	4.8685	3693
ENSG00000112531	QKI	4.8672	3694
ENSG00000119522	DENND1A	4.8672	3695
ENSG00000120137	PANK3	4.8672	3696
ENSG00000117394	SLC2A1	4.8669	3697
ENSG00000108479	GALK1	4.8667	3698
ENSG00000145022	TCTA	4.8661	3699
ENSG00000104472	CHRAC1	4.8656	3700
ENSG00000137267	TUBB2A	4.8655	3701
ENSG00000099968	BCL2L13	4.865	3702
ENSG00000073169	SELENOO	4.864	3703
ENSG00000175215	CTDSP2	4.864	3704
ENSG00000136574	GATA4	4.8628	3705
ENSG00000106004	HOXA5	4.8619	3706
ENSG00000146729	NIPSNAP2	4.8619	3707
ENSG00000101407	TTI1	4.8619	3708
ENSG00000242498	ARPIN	4.8609	3709
ENSG00000204348	DXO	4.8607	3710
ENSG00000067445	TRO	4.8602	3711
ENSG00000290292	HOMEZ	4.8602	3712
ENSG00000165775	FUNDC2	4.8602	3713
ENSG00000109103	UNC119	4.8587	3714
ENSG00000142751	GPN2	4.8573	3715
ENSG00000104142	VPS18	4.8564	3716
ENSG00000168255	POLR2J3	4.8562	3717
ENSG00000102743	SLC25A15	4.8558	3718
ENSG00000141736	ERBB2	4.8553	3719
ENSG00000113318	MSH3	4.8545	3720
ENSG00000131773	KHDRBS3	4.8543	3721
ENSG00000163964	PIGX	4.8541	3722
ENSG00000185000	DGAT1	4.8541	3723
ENSG00000182552	RWDD4	4.8539	3724
ENSG00000124383	MPHOSPH10	4.8537	3725
ENSG00000158882	TOMM40L	4.8536	3726
ENSG00000105443	CYTH2	4.8527	3727
ENSG00000196743	GM2A	4.8523	3728
ENSG00000100726	TELO2	4.8504	3729
ENSG00000137133	HINT2	4.8492	3730
ENSG00000173409	ARV1	4.8488	3731
ENSG00000110435	PDHX	4.8481	3732
ENSG00000204351	SKIC2	4.8477	3733
ENSG00000169955	ZNF747	4.8477	3734
ENSG00000117360	PRPF3	4.8467	3735
ENSG00000108588	CCDC47	4.8466	3736
ENSG00000106346	USP42	4.8453	3737
ENSG00000175193	PARL	4.8449	3738
ENSG00000167695	TLCD3A	4.8431	3739
ENSG00000138031	ADCY3	4.843	3740
ENSG00000050393	MCUR1	4.8427	3741
ENSG00000119559	C19orf25	4.8427	3742
ENSG00000171302	CANT1	4.8426	3743
ENSG00000140443	IGF1R	4.8422	3744
ENSG00000114861	FOXP1	4.8421	3745
ENSG00000155254	MARVELD1	4.8418	3746
ENSG00000138175	ARL3	4.8398	3747
ENSG00000160695	VPS11	4.8389	3748
ENSG00000165661	QSOX2	4.8387	3749
ENSG00000138768	USO1	4.8386	3750
ENSG00000182718	ANXA2	4.8378	3751
ENSG00000070047	PHRF1	4.8371	3752
ENSG00000103811	CTSH	4.8371	3753
ENSG00000166965	RCCD1	4.837	3754
ENSG00000142444	TIMM29	4.837	3755
ENSG00000085415	SEH1L	4.8366	3756
ENSG00000149554	CHEK1	4.8366	3757
ENSG00000141627	DYM	4.8366	3758
ENSG00000214114	MYCBP	4.8366	3759
ENSG00000173598	NUDT4	4.8366	3760
ENSG00000103274	NUBP1	4.8364	3761
ENSG00000141026	MED9	4.8358	3762
ENSG00000147130	ZMYM3	4.8345	3763
ENSG00000077684	JADE1	4.8322	3764
ENSG00000114315	HES1	4.8317	3765
ENSG00000060656	PTPRU	4.8316	3766
ENSG00000188636	RTL6	4.8313	3767
ENSG00000078687	TNRC6C	4.8301	3768
ENSG00000081791	DELE1	4.8299	3769
ENSG00000127463	EMC1	4.8285	3770
ENSG00000130921	MTRFR	4.8278	3771
ENSG00000165609	NUDT5	4.8271	3772
ENSG00000138758	SEPTIN11	4.8271	3773
ENSG00000008128	CDK11A	4.8267	3774
ENSG00000165410	CFL2	4.8265	3775
ENSG00000114316	USP4	4.8265	3776
ENSG00000089195	TRMT6	4.8265	3777
ENSG00000164022	AIMP1	4.8265	3778
ENSG00000139146	SINHCAF	4.8253	3779
ENSG00000103168	TAF1C	4.8242	3780
ENSG00000198791	CNOT7	4.824	3781
ENSG00000110395	CBL	4.824	3782
ENSG00000152127	MGAT5	4.824	3783
ENSG00000072803	FBXW11	4.824	3784
ENSG00000134222	PSRC1	4.8236	3785
ENSG00000198792	TMEM184B	4.8225	3786
ENSG00000111667	USP5	4.8216	3787
ENSG00000197021	EOLA2	4.8216	3788
ENSG00000166963	MAP1A	4.8215	3789
ENSG00000129925	PGAP6	4.8214	3790
ENSG00000002822	MAD1L1	4.8212	3791
ENSG00000166173	LARP6	4.8204	3792
ENSG00000106012	IQCE	4.8201	3793
ENSG00000155097	ATP6V1C1	4.8195	3794
ENSG00000170832	USP32	4.8195	3795
ENSG00000066926	FECH	4.8195	3796
ENSG00000178573	MAF	4.8178	3797
ENSG00000117298	ECE1	4.8178	3798
ENSG00000160570	DEDD2	4.8164	3799
ENSG00000108559	NUP88	4.816	3800
ENSG00000115977	AAK1	4.8152	3801
ENSG00000066230	SLC9A3	4.8131	3802
ENSG00000140526	ABHD2	4.813	3803
ENSG00000177239	MAN1B1	4.8128	3804
ENSG00000124177	CHD6	4.8123	3805
ENSG00000164190	NIPBL	4.8116	3806
ENSG00000168575	SLC20A2	4.8113	3807
ENSG00000146733	PSPH	4.8112	3808
ENSG00000160360	GPSM1	4.8106	3809
ENSG00000254986	DPP3	4.8105	3810
ENSG00000141542	RAB40B	4.8103	3811
ENSG00000154122	ANKH	4.8098	3812
ENSG00000125827	TMX4	4.8098	3813
ENSG00000153015	CWC27	4.8095	3814
ENSG00000243279	PRAF2	4.8089	3815
ENSG00000186812	ZNF397	4.8086	3816
ENSG00000170846	MRFAP1L2	4.8085	3817
ENSG00000114779	ABHD14B	4.8075	3818
ENSG00000143198	MGST3	4.8073	3819
ENSG00000065613	SLK	4.8073	3820
ENSG00000105983	LMBR1	4.8073	3821
ENSG00000162923	WDR26	4.8073	3822
ENSG00000141858	SAMD1	4.8066	3823
ENSG00000150990	DHX37	4.8062	3824
ENSG00000177303	CASKIN2	4.8061	3825
ENSG00000100106	TRIOBP	4.8059	3826
ENSG00000025772	TOMM34	4.8058	3827
ENSG00000091436	MAP3K20	4.8056	3828
ENSG00000112592	TBP	4.8056	3829
ENSG00000135775	COG2	4.8052	3830
ENSG00000169919	GUSB	4.8051	3831
ENSG00000103148	NPRL3	4.8037	3832
ENSG00000075702	WDR62	4.803	3833
ENSG00000150760	DOCK1	4.803	3834
ENSG00000122390	NAA60	4.8014	3835
ENSG00000112294	ALDH5A1	4.8006	3836
ENSG00000092470	WDR76	4.8003	3837
ENSG00000198146	ZNF770	4.8003	3838
ENSG00000125779	PANK2	4.8003	3839
ENSG00000166788	SAAL1	4.8001	3840
ENSG00000197555	SIPA1L1	4.7998	3841
ENSG00000159792	PSKH1	4.7992	3842
ENSG00000065882	TBC1D1	4.7987	3843
ENSG00000085721	RRN3	4.7984	3844
ENSG00000146386	ABRACL	4.7979	3845
ENSG00000196369	SRGAP2B	4.7979	3846
ENSG00000176102	CSTF3	4.7979	3847
ENSG00000103510	KAT8	4.7967	3848
ENSG00000167716	WDR81	4.7956	3849
ENSG00000100577	GSTZ1	4.7952	3850
ENSG00000168243	GNG4	4.7951	3851
ENSG00000103126	AXIN1	4.7945	3852
ENSG00000153885	KCTD15	4.7942	3853
ENSG00000120158	RCL1	4.7935	3854
ENSG00000182247	UBE2E2	4.7934	3855
ENSG00000179119	SPTY2D1	4.7933	3856
ENSG00000111196	MAGOHB	4.7933	3857
ENSG00000090889	KIF4A	4.7933	3858
ENSG00000179965	ZNF771	4.7921	3859
ENSG00000105287	PRKD2	4.7911	3860
ENSG00000171262	FAM98B	4.791	3861
ENSG00000168014	C2CD3	4.791	3862
ENSG00000080845	DLGAP4	4.7901	3863
ENSG00000119777	TMEM214	4.7897	3864
ENSG00000148358	GPR107	4.7889	3865
ENSG00000129353	SLC44A2	4.7888	3866
ENSG00000129195	PIMREG	4.788	3867
ENSG00000215305	VPS16	4.7878	3868
ENSG00000151725	CENPU	4.7876	3869
ENSG00000187607	ZNF286A	4.7876	3870
ENSG00000143322	ABL2	4.7876	3871
ENSG00000100154	TTC28	4.7876	3872
ENSG00000115204	MPV17	4.7876	3873
ENSG00000169683	LRRC45	4.7874	3874
ENSG00000102181	CD99L2	4.7868	3875
ENSG00000184209	SNRNP35	4.7855	3876
ENSG00000205302	SNX2	4.7846	3877
ENSG00000103064	SLC7A6	4.7843	3878
ENSG00000149532	CPSF7	4.784	3879
ENSG00000160888	IER2	4.7837	3880
ENSG00000285508		4.783	3881
ENSG00000178695	KCTD12	4.7825	3882
ENSG00000140382	HMG20A	4.782	3883
ENSG00000140307	GTF2A2	4.782	3884
ENSG00000072134	EPN2	4.782	3885
ENSG00000074319	TSG101	4.782	3886
ENSG00000152518	ZFP36L2	4.782	3887
ENSG00000168591	TMUB2	4.7817	3888
ENSG00000085760	MTIF2	4.7816	3889
ENSG00000115504	EHBP1	4.7816	3890
ENSG00000168807	SNTB2	4.7812	3891
ENSG00000196873	ZNG1C	4.781	3892
ENSG00000001461	NIPAL3	4.7805	3893
ENSG00000125734	GPR108	4.7796	3894
ENSG00000063245	EPN1	4.7795	3895
ENSG00000114631	PODXL2	4.779	3896
ENSG00000128011	LRFN1	4.779	3897
ENSG00000012963	UBR7	4.7783	3898
ENSG00000092020	PPP2R3C	4.7783	3899
ENSG00000164105	SAP30	4.7769	3900
ENSG00000172840	PDP2	4.7768	3901
ENSG00000112763	BTN2A1	4.7766	3902
ENSG00000198951	NAGA	4.7755	3903
ENSG00000080345	RIF1	4.7752	3904
ENSG00000163191	S100A11	4.775	3905
ENSG00000100596	SPTLC2	4.775	3906
ENSG00000119673	ACOT2	4.775	3907
ENSG00000047315	POLR2B	4.775	3908
ENSG00000180901	KCTD2	4.775	3909
ENSG00000166451	CENPN	4.775	3910
ENSG00000134077	THUMPD3	4.775	3911
ENSG00000235106	BRD3OS	4.775	3912
ENSG00000149084	HSD17B12	4.774	3913
ENSG00000103356	EARS2	4.774	3914
ENSG00000110025	SNX15	4.773	3915
ENSG00000166716	ZNF592	4.7712	3916
ENSG00000092847	AGO1	4.7712	3917
ENSG00000140320	BAHD1	4.7684	3918
ENSG00000100209	HSCB	4.7678	3919
ENSG00000103024	NME3	4.7672	3920
ENSG00000124785	NRN1	4.7671	3921
ENSG00000186654	PRR5	4.7666	3922
ENSG00000105647	PIK3R2	4.7655	3923
ENSG00000186001	LRCH3	4.7649	3924
ENSG00000175582	RAB6A	4.7649	3925
ENSG00000163605	PPP4R2	4.7649	3926
ENSG00000204178	MACO1	4.7644	3927
ENSG00000023330	ALAS1	4.7633	3928
ENSG00000185252	ZNF74	4.7631	3929
ENSG00000132394	EEFSEC	4.7605	3930
ENSG00000118655	DCLRE1B	4.7602	3931
ENSG00000256053	COA8	4.7597	3932
ENSG00000169733	RFNG	4.7596	3933
ENSG00000174695	TMEM167A	4.7596	3934
ENSG00000188042	ARL4C	4.7593	3935
ENSG00000050405	LIMA1	4.759	3936
ENSG00000090054	SPTLC1	4.7581	3937
ENSG00000131242	RAB11FIP4	4.7581	3938
ENSG00000161010	MRNIP	4.7577	3939
ENSG00000135341	MAP3K7	4.7558	3940
ENSG00000159055	MIS18A	4.7558	3941
ENSG00000125482	TTF1	4.7557	3942
ENSG00000110497	AMBRA1	4.7549	3943
ENSG00000174938	SEZ6L2	4.7542	3944
ENSG00000144233	AMMECR1L	4.7538	3945
ENSG00000143845	ETNK2	4.7534	3946
ENSG00000273841	TAF9	4.7534	3947
ENSG00000104331	BPNT2	4.7534	3948
ENSG00000124160	NCOA5	4.7528	3949
ENSG00000102870	ZNF629	4.7513	3950
ENSG00000261609	GAN	4.7502	3951
ENSG00000140406	TLNRD1	4.75	3952
ENSG00000107672	NSMCE4A	4.7489	3953
ENSG00000114054	PCCB	4.7489	3954
ENSG00000143537	ADAM15	4.7476	3955
ENSG00000167925	GHDC	4.7473	3956
ENSG00000072864	NDE1	4.7465	3957
ENSG00000187531	SIRT7	4.7463	3958
ENSG00000168884	TNIP2	4.7462	3959
ENSG00000006715	VPS41	4.7458	3960
ENSG00000028528	SNX1	4.7447	3961
ENSG00000197043	ANXA6	4.7445	3962
ENSG00000165669	FAM204A	4.7441	3963
ENSG00000117640	MTFR1L	4.7441	3964
ENSG00000146833	TRIM4	4.7441	3965
ENSG00000103264	FBXO31	4.7441	3966
ENSG00000161692	DBF4B	4.7437	3967
ENSG00000213965	NUDT19	4.7435	3968
ENSG00000075292	ZNF638	4.7418	3969
ENSG00000100906	NFKBIA	4.7418	3970
ENSG00000168936	TMEM129	4.7415	3971
ENSG00000163132	MSX1	4.7412	3972
ENSG00000007923	DNAJC11	4.741	3973
ENSG00000092148	HECTD1	4.7409	3974
ENSG00000119203	CPSF3	4.7409	3975
ENSG00000128311	TST	4.7399	3976
ENSG00000184058	TBX1	4.7397	3977
ENSG00000198157	HMGN5	4.7394	3978
ENSG00000105726	ATP13A1	4.7394	3979
ENSG00000156521	TYSND1	4.7388	3980
ENSG00000145041	DCAF1	4.7387	3981
ENSG00000167797	CDK2AP2	4.7379	3982
ENSG00000151914	DST	4.7375	3983
ENSG00000154781	CCDC174	4.7365	3984
ENSG00000137504	CREBZF	4.7357	3985
ENSG00000120733	KDM3B	4.735	3986
ENSG00000134202	GSTM3	4.735	3987
ENSG00000136213	CHST12	4.7339	3988
ENSG00000102109	PCSK1N	4.7338	3989
ENSG00000175265	GOLGA8A	4.7334	3990
ENSG00000164294	GPX8	4.7327	3991
ENSG00000108963	DPH1	4.7322	3992
ENSG00000176994	SMCR8	4.7321	3993
ENSG00000140575	IQGAP1	4.7316	3994
ENSG00000157600	TMEM164	4.7315	3995
ENSG00000149476	TKFC	4.7287	3996
ENSG00000076201	PTPN23	4.7271	3997
ENSG00000170558	CDH2	4.7266	3998
ENSG00000168522	FNTA	4.726	3999
ENSG00000166224	SGPL1	4.726	4000
ENSG00000026652	AGPAT4	4.7259	4001
ENSG00000161714	PLCD3	4.7256	4002
ENSG00000185324	CDK10	4.7248	4003
ENSG00000185347	TEDC1	4.7244	4004
ENSG00000034053	APBA2	4.724	4005
ENSG00000124659	TBCC	4.7227	4006
ENSG00000164576	SAP30L	4.7217	4007
ENSG00000148468	FAM171A1	4.7206	4008
ENSG00000123213	NLN	4.7205	4009
ENSG00000129116	PALLD	4.7205	4010
ENSG00000117500	TMED5	4.7205	4011
ENSG00000148110	MFSD14B	4.7205	4012
ENSG00000135090	TAOK3	4.7195	4013
ENSG00000164733	CTSB	4.7184	4014
ENSG00000196628	TCF4	4.7181	4015
ENSG00000213676	ATF6B	4.718	4016
ENSG00000156017	CARNMT1	4.7164	4017
ENSG00000101079	NDRG3	4.7151	4018
ENSG00000177556	ATOX1	4.7147	4019
ENSG00000126107	HECTD3	4.7146	4020
ENSG00000121274	TENT4B	4.713	4021
ENSG00000197063	MAFG	4.7122	4022
ENSG00000078237	TIGAR	4.7119	4023
ENSG00000172890	NADSYN1	4.7119	4024
ENSG00000119326	CTNNAL1	4.711	4025
ENSG00000135956	TMEM127	4.711	4026
ENSG00000162836	ACP6	4.7108	4027
ENSG00000122515	ZMIZ2	4.7107	4028
ENSG00000171425	ZNF581	4.7106	4029
ENSG00000034152	MAP2K3	4.7099	4030
ENSG00000176974	SHMT1	4.7099	4031
ENSG00000173511	VEGFB	4.7091	4032
ENSG00000170876	TMEM43	4.7073	4033
ENSG00000086589	RBM22	4.7068	4034
ENSG00000141084	RANBP10	4.7068	4035
ENSG00000137563	GGH	4.7068	4036
ENSG00000109736	MFSD10	4.7063	4037
ENSG00000160199	PKNOX1	4.7062	4038
ENSG00000079277	MKNK1	4.7047	4039
ENSG00000181904	C5orf24	4.7044	4040
ENSG00000163541	SUCLG1	4.7044	4041
ENSG00000014824	SLC30A9	4.7044	4042
ENSG00000139496	NUP58	4.7044	4043
ENSG00000164649	CDCA7L	4.7044	4044
ENSG00000183283	DAZAP2	4.7044	4045
ENSG00000123989	CHPF	4.7043	4046
ENSG00000137831	UACA	4.7034	4047
ENSG00000101558	VAPA	4.7034	4048
ENSG00000156502	SUPV3L1	4.7033	4049
ENSG00000072778	ACADVL	4.7031	4050
ENSG00000132740	IGHMBP2	4.7006	4051
ENSG00000039650	PNKP	4.6993	4052
ENSG00000101400	SNTA1	4.6989	4053
ENSG00000100425	BRD1	4.698	4054
ENSG00000151131	NOPCHAP1	4.6963	4055
ENSG00000186193	SAPCD2	4.6956	4056
ENSG00000154813	DPH3	4.6943	4057
ENSG00000097033	SH3GLB1	4.6943	4058
ENSG00000143033	MTF2	4.6943	4059
ENSG00000167700	MFSD3	4.6943	4060
ENSG00000136104	RNASEH2B	4.6943	4061
ENSG00000186660	ZFP91	4.6933	4062
ENSG00000153406	NMRAL1	4.6916	4063
ENSG00000185024	BRF1	4.6908	4064
ENSG00000120963	ZNF706	4.6898	4065
ENSG00000077942	FBLN1	4.6893	4066
ENSG00000135924	DNAJB2	4.6892	4067
ENSG00000091947	TMEM101	4.689	4068
ENSG00000101413	RPRD1B	4.6877	4069
ENSG00000213563	C8orf82	4.6876	4070
ENSG00000119242	CCDC92	4.6864	4071
ENSG00000090581	GNPTG	4.6862	4072
ENSG00000115317	HTRA2	4.6856	4073
ENSG00000167930	FAM234A	4.6856	4074
ENSG00000121289	CEP89	4.6856	4075
ENSG00000075407	ZNF37A	4.6851	4076
ENSG00000162585	FAAP20	4.6849	4077
ENSG00000155827	RNF20	4.6842	4078
ENSG00000117385	P3H1	4.6836	4079
ENSG00000111678	C12orf57	4.6835	4080
ENSG00000160211	G6PD	4.6829	4081
ENSG00000162076	FLYWCH2	4.6829	4082
ENSG00000183513	COA5	4.6827	4083
ENSG00000119280	C1orf198	4.6822	4084
ENSG00000198026	ZNF335	4.6821	4085
ENSG00000112208	BAG2	4.6819	4086
ENSG00000135457	TFCP2	4.6815	4087
ENSG00000137413	TAF8	4.6813	4088
ENSG00000008735	MAPK8IP2	4.6809	4089
ENSG00000144589	STK11IP	4.6797	4090
ENSG00000106070	GRB10	4.6794	4091
ENSG00000229833	PET100	4.6791	4092
ENSG00000072609	CHFR	4.6789	4093
ENSG00000109445	ZNF330	4.6785	4094
ENSG00000146828	SLC12A9	4.6774	4095
ENSG00000167136	ENDOG	4.6766	4096
ENSG00000100359	SGSM3	4.6763	4097
ENSG00000037897	METTL1	4.6735	4098
ENSG00000139842	CUL4A	4.6735	4099
ENSG00000068383	INPP5A	4.6732	4100
ENSG00000170043	TRAPPC1	4.6729	4101
ENSG00000182934	SRPRA	4.6717	4102
ENSG00000081760	AACS	4.6715	4103
ENSG00000265491	RNF115	4.6715	4104
ENSG00000133872	SARAF	4.6715	4105
ENSG00000065243	PKN2	4.6715	4106
ENSG00000178913	TAF7	4.6715	4107
ENSG00000078699	CBFA2T2	4.6715	4108
ENSG00000170242	USP47	4.6709	4109
ENSG00000134375	TIMM17A	4.6707	4110
ENSG00000159685	CHCHD6	4.6684	4111
ENSG00000247596	TWF2	4.6675	4112
ENSG00000151148	UBE3B	4.6661	4113
ENSG00000223501	VPS52	4.6661	4114
ENSG00000163719	MTMR14	4.6659	4115
ENSG00000100949	RABGGTA	4.6647	4116
ENSG00000205609	EIF3CL	4.6645	4117
ENSG00000126215	XRCC3	4.6639	4118
ENSG00000251493	FOXD1	4.662	4119
ENSG00000198089	SFI1	4.6614	4120
ENSG00000180822	PSMG4	4.6609	4121
ENSG00000147526	TACC1	4.6588	4122
ENSG00000139645	ANKRD52	4.6585	4123
ENSG00000272886	DCP1A	4.657	4124
ENSG00000165792	METTL17	4.6564	4125
ENSG00000198919	DZIP3	4.6563	4126
ENSG00000184368	MAP7D2	4.6562	4127
ENSG00000275066	SYNRG	4.6558	4128
ENSG00000165060	FXN	4.6558	4129
ENSG00000091164	TXNL1	4.6558	4130
ENSG00000063587	ZNF275	4.6554	4131
ENSG00000066279	ASPM	4.6554	4132
ENSG00000166471	TMEM41B	4.6554	4133
ENSG00000011114	BTBD7	4.6554	4134
ENSG00000166012	TAF1D	4.6554	4135
ENSG00000130313	PGLS	4.6552	4136
ENSG00000178449	COX14	4.6544	4137
ENSG00000049618	ARID1B	4.6542	4138
ENSG00000126653	NSRP1	4.6542	4139
ENSG00000137522	RNF121	4.6538	4140
ENSG00000007541	PIGQ	4.6533	4141
ENSG00000175066	GK5	4.6527	4142
ENSG00000183077	AFMID	4.6523	4143
ENSG00000170266	GLB1	4.6523	4144
ENSG00000163807	KIAA1143	4.6523	4145
ENSG00000169612	RAMAC	4.6523	4146
ENSG00000077254	USP33	4.652	4147
ENSG00000124357	NAGK	4.6508	4148
ENSG00000276023	DUSP14	4.6501	4149
ENSG00000120008	WDR11	4.6499	4150
ENSG00000117650	NEK2	4.6499	4151
ENSG00000100030	MAPK1	4.6499	4152
ENSG00000065457	ADAT1	4.6499	4153
ENSG00000221926	TRIM16	4.6494	4154
ENSG00000066583	ISOC1	4.6475	4155
ENSG00000157657	ZNF618	4.6469	4156
ENSG00000204237	OXLD1	4.6461	4157
ENSG00000118096	IFT46	4.6454	4158
ENSG00000198890	PRMT6	4.6449	4159
ENSG00000262246	CORO7	4.6435	4160
ENSG00000065054	NHERF2	4.643	4161
ENSG00000112984	KIF20A	4.6425	4162
ENSG00000155846	PPARGC1B	4.6417	4163
ENSG00000141404	GNAL	4.6412	4164
ENSG00000176208	ATAD5	4.6404	4165
ENSG00000068137	PLEKHH3	4.6395	4166
ENSG00000183624	HMCES	4.6382	4167
ENSG00000146433	TMEM181	4.6374	4168
ENSG00000124508	BTN2A2	4.6373	4169
ENSG00000179604	CDC42EP4	4.6365	4170
ENSG00000070081	NUCB2	4.6341	4171
ENSG00000107951	MTPAP	4.6328	4172
ENSG00000048991	R3HDM1	4.6328	4173
ENSG00000164253	WDR41	4.6328	4174
ENSG00000110172	CHORDC1	4.6328	4175
ENSG00000105656	ELL	4.632	4176
ENSG00000139437	TCHP	4.6301	4177
ENSG00000198832	SELENOM	4.6299	4178
ENSG00000134602	STK26	4.6289	4179
ENSG00000105426	PTPRS	4.6285	4180
ENSG00000174173	TRMT10C	4.6282	4181
ENSG00000090520	DNAJB11	4.628	4182
ENSG00000124181	PLCG1	4.6279	4183
ENSG00000106268	NUDT1	4.6272	4184
ENSG00000075568	TMEM131	4.6259	4185
ENSG00000171453	POLR1C	4.6259	4186
ENSG00000010295	IFFO1	4.6254	4187
ENSG00000161920	MED11	4.6248	4188
ENSG00000204536	CCHCR1	4.6248	4189
ENSG00000133315	MACROD1	4.6245	4190
ENSG00000102901	CENPT	4.6239	4191
ENSG00000066379	POLR1H	4.6236	4192
ENSG00000048140	TSPAN17	4.6232	4193
ENSG00000235173	HGH1	4.6217	4194
ENSG00000100077	GRK3	4.6217	4195
ENSG00000136159	NUDT15	4.6217	4196
ENSG00000152684	PELO	4.6217	4197
ENSG00000119929	CUTC	4.6203	4198
ENSG00000099331	MYO9B	4.62	4199
ENSG00000161021	MAML1	4.6188	4200
ENSG00000121060	TRIM25	4.6186	4201
ENSG00000179886	TIGD5	4.6184	4202
ENSG00000174446	SNAPC5	4.6183	4203
ENSG00000113645	WWC1	4.6181	4204
ENSG00000225697	SLC26A6	4.6178	4205
ENSG00000170540	ARL6IP1	4.6176	4206
ENSG00000119655	NPC2	4.6169	4207
ENSG00000005893	LAMP2	4.6169	4208
ENSG00000155438	NIFK	4.6169	4209
ENSG00000137713	PPP2R1B	4.6169	4210
ENSG00000049245	VAMP3	4.6169	4211
ENSG00000051180	RAD51	4.6169	4212
ENSG00000101782	RIOK3	4.6169	4213
ENSG00000169926	KLF13	4.6165	4214
ENSG00000166402	TUB	4.6154	4215
ENSG00000152558	TMEM123	4.6151	4216
ENSG00000116016	EPAS1	4.6135	4217
ENSG00000197077	KIAA1671	4.6135	4218
ENSG00000133059	DSTYK	4.6132	4219
ENSG00000169379	ARL13B	4.6116	4220
ENSG00000182240	BACE2	4.6116	4221
ENSG00000135245	HILPDA	4.6111	4222
ENSG00000145495	MARCHF6	4.6102	4223
ENSG00000163681	SLMAP	4.6099	4224
ENSG00000117139	KDM5B	4.6099	4225
ENSG00000113812	ACTR8	4.6099	4226
ENSG00000166233	ARIH1	4.6099	4227
ENSG00000125841	NRSN2	4.6097	4228
ENSG00000105255	FSD1	4.6096	4229
ENSG00000180104	EXOC3	4.6089	4230
ENSG00000106246	PTCD1	4.6076	4231
ENSG00000144485	HES6	4.6066	4232
ENSG00000157593	SLC35B2	4.6063	4233
ENSG00000163960	UBXN7	4.6062	4234
ENSG00000254901	BORCS8	4.6057	4235
ENSG00000162419	GMEB1	4.6051	4236
ENSG00000108669	CYTH1	4.6043	4237
ENSG00000213977	TAX1BP3	4.6029	4238
ENSG00000132842	AP3B1	4.6029	4239
ENSG00000111666	CHPT1	4.6029	4240
ENSG00000278311	GGNBP2	4.6029	4241
ENSG00000169398	PTK2	4.6029	4242
ENSG00000166619	BLCAP	4.6029	4243
ENSG00000135862	LAMC1	4.6025	4244
ENSG00000108641	B9D1	4.6024	4245
ENSG00000128159	TUBGCP6	4.6023	4246
ENSG00000163110	PDLIM5	4.6018	4247
ENSG00000182013	PNMA8A	4.6012	4248
ENSG00000138796	HADH	4.6011	4249
ENSG00000183765	CHEK2	4.6009	4250
ENSG00000091127	PUS7	4.6009	4251
ENSG00000172273	HINFP	4.6009	4252
ENSG00000077514	POLD3	4.6009	4253
ENSG00000263956	NBPF11	4.6009	4254
ENSG00000112695	COX7A2	4.6009	4255
ENSG00000159110	IFNAR2	4.6009	4256
ENSG00000146574	CCZ1B	4.6009	4257
ENSG00000082397	EPB41L3	4.6	4258
ENSG00000125375	DMAC2L	4.5993	4259
ENSG00000138434	ITPRID2	4.5988	4260
ENSG00000075618	FSCN1	4.5984	4261
ENSG00000135931	ARMC9	4.5978	4262
